ESNTL_ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ROAD_NM_CD,FCLTY_ROAD_NM_ADDR,LNM_ADDR,ADDR_ENG_NM,ADSTRD_CD,BULD_NM,BULD_MANAGE_CD,TEL_NO,ZIP_NO,HMPG_URL,FCLTY_LA,FCLTY_LO,ORIGIN_NM,ADIT_DC,UPDT_DT,REGIST_DT
KCDCIO22N000000066,문화시설,문화시설_보호구역,수원1리 노인회관,45,충청남도,45700,부여군,4476040031,수원리,4.47603E+11,충청남도 부여군 양화면 양화서로 747,충청남도 부여군 양화면 수원리 189-1,"747 Yanghwaseo-ro, Yanghwa-myeon, Buyeo-gun, Chungcheongnam-do",4476040031,,4.47604E+24,041-830-2358,33217,,36.1139281,126.8458532,공공데이터,,20230207,20230207
KCDCIO22N000000067,문화시설,문화시설_보호구역,시음1리 노인회관,45,충청남도,45700,부여군,4476040027,상촌리,4.47603E+11,충청남도 부여군 양화면 양화서로 276,충청남도 부여군 양화면 상촌리 211-2,"276 Yanghwaseo-ro, Yanghwa-myeon, Buyeo-gun, Chungcheongnam-do",4476040027,,4.47604E+24,041-830-2358,33217,,36.0768423,126.8537896,공공데이터,,20230207,20230207
KCDCIO22N000000068,문화시설,문화시설_보호구역,회동1리 노인회관,45,충청남도,45700,부여군,4476038025,회동리,4.47605E+11,충청남도 부여군 남면 남성로426번길 9,충청남도 부여군 남면 회동리 344,"9 Namseong-ro 426beon-gil, Nam-myeon, Buyeo-gun, Chungcheongnam-do",4476038025,,4.47604E+24,041-830-2358,33209,,36.2123581,126.8069124,공공데이터,,20230207,20230207
KCDCIO22N000000069,문화시설,문화시설_보호구역,원당3리 노인회관,45,충청남도,45700,부여군,4476040025,원당리,4.47603E+11,충청남도 부여군 양화면 양화동로 457,충청남도 부여군 양화면 원당리 442-4,"457 Yanghwadong-ro, Yanghwa-myeon, Buyeo-gun, Chungcheongnam-do",4476040025,,4.47604E+24,041-830-2358,33215,,36.1250320,126.8609559,공공데이터,,20230207,20230207
KCDCIO22N000000070,문화시설,문화시설_보호구역,홍산2리 노인회관,45,충청남도,45700,부여군,4476032022,홍산리,4.47605E+11,충청남도 부여군 은산면 충절로홍산3길 6,충청남도 부여군 은산면 홍산리 258,"6 Chungjeol-ro hongsan 3-gil, Eunsan-myeon, Buyeo-gun, Chungcheongnam-do",4476032022,,4.47603E+24,041-830-2358,33109,,36.3236080,126.8363640,공공데이터,,20230207,20230207
KCDCIO22N000000071,문화시설,문화시설_보호구역,외3리 노인회관,45,충청남도,45700,부여군,4476031033,외리,4.47605E+11,충청남도 부여군 규암면 딴펄로24번길 6-2,충청남도 부여군 규암면 외리 39-22,"6-2 Ttanpeol-ro 24beon-gil, Gyuam-myeon, Buyeo-gun, Chungcheongnam-do",4476031033,,4.47603E+24,041-830-2358,33126,,36.2586836,126.8900653,공공데이터,,20230207,20230207
KCDCIO22N000000072,문화시설,문화시설_보호구역,점4리 노인회관,45,충청남도,45700,부여군,4476041028,점리,4.47605E+11,충청남도 부여군 임천면 위덕로97번길 3,충청남도 부여군 임천면 점리 187,"3 Wideok-ro 97beon-gil, Imcheon-myeon, Buyeo-gun, Chungcheongnam-do",4476041028,,4.47604E+24,041-830-2358,33218,,36.2130959,126.8942486,공공데이터,,20230207,20230207
KCDCIO22N000000073,문화시설,문화시설_보호구역,수목리 노인회관,45,충청남도,45700,부여군,4476031037,수목리,4.47605E+11,충청남도 부여군 규암면 호반로1번길 61,충청남도 부여군 규암면 수목리 199-1,"61 Hoban-ro 1beon-gil, Gyuam-myeon, Buyeo-gun, Chungcheongnam-do",4476031037,,4.47603E+24,041-830-2358,33118,,36.2775265,126.8410745,공공데이터,,20230207,20230207
KCDCIO22N000000074,문화시설,문화시설_보호구역,운치3리 노인회관,45,충청남도,45700,부여군,4476034021,운치리,4.47605E+11,충청남도 부여군 내산면 서운로20번길 3,충청남도 부여군 내산면 운치리 593-1 운치3리마을회관,"3 Seoun-ro 20beon-gil, Naesan-myeon, Buyeo-gun, Chungcheongnam-do",4476034021,운치3리마을회관,4.47603E+24,041-830-2358,33195,,36.2712745,126.7813201,공공데이터,,20230207,20230207
KCDCIO22N000000075,문화시설,문화시설_보호구역,부여가림요양원,45,충청남도,45700,부여군,4476041025,비정리,4.47603E+11,충청남도 부여군 임천면 충절로 698,충청남도 부여군 임천면 비정리 72-1,"698 Chungjeol-ro, Imcheon-myeon, Buyeo-gun, Chungcheongnam-do",4476041025,,4.47604E+24,041-830-2358,33223,,36.1499118,126.8948752,공공데이터,,20230207,20230207
KCDCIO22N000000076,문화시설,문화시설_보호구역,오번2리 경로회관,45,충청남도,45700,부여군,4476032023,오번리,4.47605E+11,충청남도 부여군 은산면 은북로64번길 3,충청남도 부여군 은산면 오번리 68,"3 Eunbuk-ro 64beon-gil, Eunsan-myeon, Buyeo-gun, Chungcheongnam-do",4476032023,,4.47603E+24,041-830-2358,33109,,36.3319613,126.8230954,공공데이터,,20230207,20230207
KCDCIO22N000000077,문화시설,문화시설_보호구역,점상1리 노인회관,45,충청남도,45700,부여군,4476042021,점상리,4.47603E+11,충청남도 부여군 장암면 남성로 875,충청남도 부여군 장암면 점상리 353-1 점상1리노인회관,"875 Namseong-ro, Jangam-myeon, Buyeo-gun, Chungcheongnam-do",4476042021,점상1리노인회관,4.47604E+24,041-830-2358,33181,,36.2135706,126.8532517,공공데이터,,20230207,20230207
KCDCIO22N000000078,문화시설,문화시설_보호구역,가업1리 경로당,41,경기도,41630,양주시,4163025024,가업리,4.16303E+11,경기도 양주시 백석읍 양주산성로 760,경기도 양주시 백석읍 가업리 249,"760 Yangjusanseong-ro, Baekseok-eup, Yangju-si, Gyeonggi-do",4163025024,,4.16303E+24,031-8082-6736,11516,,37.7871934,126.9726221,공공데이터,,20230207,20230207
KCDCIO22N000000079,문화시설,문화시설_보호구역,에덴의 집,42,강원도,42780,철원군,4278025629,상사리,4.27804E+11,강원도 철원군 갈말읍 태봉대교길 225-1,강원도 철원군 갈말읍 상사리 1268 에덴의집,"225-1 Taebongdaegyo-gil, Galmal-eup, Cheorwon-gun, Gangwon-do",4278025629,에덴의집,4.27803E+24,033-450-5366,24028,,38.2083432,127.2769265,공공데이터,,20230207,20230207
KCDCIO22N000000080,문화시설,문화시설_보호구역,철원노인전문요양원,42,강원도,42780,철원군,4278025624,군탄리,4.27804E+11,강원도 철원군 갈말읍 동온동길 177,강원도 철원군 갈말읍 군탄리 1305-53 철원군노인전문요양원,"177 Dongondong-gil, Galmal-eup, Cheorwon-gun, Gangwon-do",4278025624,철원군노인전문요양원,4.27803E+24,033-450-5366,24035,,38.1398259,127.2881461,공공데이터,,20230207,20230207
KCDCIO22N000000081,문화시설,문화시설_보호구역,상노2리 경로당,42,강원도,42780,철원군,4278025925,상노리,4.27803E+11,강원도 철원군 동송읍 상노로 227-5,강원도 철원군 동송읍 상노리 563-1,"227-5 Sangno-ro, Dongsong-eup, Cheorwon-gun, Gangwon-do",4278025925,,4.27803E+24,033-450-5366,24026,,38.1551617,127.2235113,공공데이터,,20230207,20230207
KCDCIO22N000000082,문화시설,문화시설_보호구역,생창리 경로당,42,강원도,42780,철원군,4278025323,생창리,4.27804E+11,강원도 철원군 김화읍 생창길 481-1,강원도 철원군 김화읍 생창리 85-7 생창리마을회관,"481-1 Saengchang-gil, Gimhwa-eup, Cheorwon-gun, Gangwon-do",4278025323,생창리마을회관,4.27803E+24,033-450-5366,24053,,38.2811318,127.4513734,공공데이터,,20230207,20230207
KCDCIO22N000000083,문화시설,문화시설_보호구역,장흥4리 경로당,42,강원도,42780,철원군,4278025923,장흥리,4.27804E+11,강원도 철원군 동송읍 도덕탄길 5,강원도 철원군 동송읍 장흥리 63-228 장흥4리 생태문화예술원,"5 Dodeoktan-gil, Dongsong-eup, Cheorwon-gun, Gangwon-do",4278025923,장흥4리 생태문화예술원,4.27803E+24,033-450-5366,24023,,38.1916628,127.2758483,공공데이터,,20230207,20230207
KCDCIO22N000000084,문화시설,문화시설_보호구역,잠곡2리 경로당,42,강원도,42780,철원군,4278032022,잠곡리,4.27803E+11,강원도 철원군 근남면 하오재로 1298,강원도 철원군 근남면 잠곡리 산50 잠곡2리경로당부녀회,"1298 Haojae-ro, Geunnam-myeon, Cheorwon-gun, Gangwon-do",4278032022,잠곡2리경로당부녀회,4.27803E+24,033-450-5366,24065,,38.1792554,127.4647024,공공데이터,,20230207,20230207
KCDCIO22N000000085,문화시설,문화시설_보호구역,관전리 경로당,42,강원도,42780,철원군,4278025022,관전리,4.27803E+11,강원도 철원군 철원읍 금강산로 362,강원도 철원군 철원읍 관전리 143-2 관전리마을회관,"362 Geumgangsan-ro, Cheorwon-eup, Cheorwon-gun, Gangwon-do",4278025022,관전리마을회관,4.27803E+24,033-450-5366,24001,,38.2480517,127.2055567,공공데이터,,20230207,20230207
KCDCIO22N000000086,문화시설,문화시설_보호구역,몬띠노인요양원,42,강원도,42780,철원군,4278031021,자등리,4.27803E+11,강원도 철원군 서면 자등로 140,강원도 철원군 서면 자등리 1689-2 몬띠요양원,"140 Jadeung-ro, Seo-myeon, Cheorwon-gun, Gangwon-do",4278031021,몬띠요양원,4.27803E+24,033-450-5366,24062,,38.1280668,127.4042830,공공데이터,,20230207,20230207
KCDCIO22N000000087,문화시설,문화시설_보호구역,오지2리 경로당,42,강원도,42780,철원군,4278025924,오지리,4.27804E+11,강원도 철원군 동송읍 오지1길 13,강원도 철원군 동송읍 오지리 699-20,"13 Oji 1-gil, Dongsong-eup, Cheorwon-gun, Gangwon-do",4278025924,,4.27803E+24,033-450-5366,24024,,38.1842727,127.2343009,공공데이터,,20230207,20230207
KCDCIO22N000000088,문화시설,문화시설_보호구역,노인아동복지회관,41,경기도,41500,이천시,4150010300,,4.15003E+11,경기도 이천시 남천로 31(중리동),경기도 이천시 중리동 187 중리동행정복지센터,"31 Namcheon-ro, Icheon-si, Gyeonggi-do",4150010300,중리동행정복지센터,4.15001E+24,031-644-2382,17375,,37.2782608,127.4410593,공공데이터,,20230207,20230207
KCDCIO22N000000089,문화시설,문화시설_보호구역,이천시 배드민턴장,41,경기도,41500,이천시,4150010100,,4.15004E+11,경기도 이천시 설봉로81번길 49(창전동),경기도 이천시 창전동 502,"49 Seolbong-ro 81beon-gil, Icheon-si, Gyeonggi-do",4150010100,,4.15001E+24,031-644-2382,17354,,37.2875840,127.4354075,공공데이터,,20230207,20230207
KCDCIO22N000000090,문화시설,문화시설_보호구역,관고3동 경로당,41,경기도,41500,이천시,4150010200,,4.15004E+11,경기도 이천시 경충대로2700번길 17(관고동),경기도 이천시 관고동 280-41,"17 Gyeongchung-daero 2700beon-gil, Icheon-si, Gyeonggi-do",4150010200,,4.15001E+24,031-644-2382,17367,,37.2792141,127.4357111,공공데이터,,20230207,20230207
KCDCIO22N000000091,문화시설,문화시설_보호구역,에이스 경로당,41,경기도,41500,이천시,4150010700,,4.15003E+11,경기도 이천시 영창로 293(안흥동),경기도 이천시 안흥동 353-13,"293 Yeongchang-ro, Icheon-si, Gyeonggi-do",4150010700,,4.15001E+24,031-644-2382,17362,,37.2812006,127.4550492,공공데이터,,20230207,20230207
KCDCIO22N000000092,문화시설,문화시설_보호구역,대대리마을회관,41,경기도,41500,이천시,4150035027,대대리,4.15004E+11,경기도 이천시 대월면 대산로15번길 10,경기도 이천시 대월면 대대리 418-1,"10 Daesan-ro 15beon-gil, Daewol-myeon, Icheon-si, Gyeonggi-do",4150035027,,4.15004E+24,031-644-2382,17401,,37.2232200,127.4769012,공공데이터,,20230207,20230207
KCDCIO22N000000093,문화시설,문화시설_보호구역,한나그린힐 요양원,41,경기도,41500,이천시,4150035025,초지리,4.15004E+11,경기도 이천시 대월면 대평로214번길 10-11,경기도 이천시 대월면 초지리 474-8,"10-11 Daepyeong-ro 214beon-gil, Daewol-myeon, Icheon-si, Gyeonggi-do",4150035025,,4.15004E+24,031-644-2381,17343,,37.2226068,127.4994433,공공데이터,,20230207,20230207
KCDCIO22N000000094,문화시설,문화시설_보호구역,소정리 마을회관,41,경기도,41500,이천시,4150031033,소정리,4.15004E+11,경기도 이천시 신둔면 마소로95번길 3,경기도 이천시 신둔면 소정리 165-5 소정리마을회관,"3 Maso-ro 95beon-gil, Sindun-myeon, Icheon-si, Gyeonggi-do",4150031033,소정리마을회관,4.15003E+24,031-644-2381,17304,,37.3023820,127.3966389,공공데이터,,20230207,20230207
KCDCIO22N000000095,문화시설,문화시설_보호구역,대흥1리 마을회관,41,경기도,41500,이천시,4150035028,대흥리,4.15004E+11,경기도 이천시 대월면 대산로101번길 19-7,경기도 이천시 대월면 대흥리 249-3,"19-7 Daesan-ro 101beon-gil, Daewol-myeon, Icheon-si, Gyeonggi-do",4150035028,,4.15004E+24,031-644-2381,17340,,37.2302771,127.4768425,공공데이터,,20230207,20230207
KCDCIO22N000000096,문화시설,문화시설_보호구역,참사랑전문 요양원,41,경기도,41500,이천시,4150031030,용면리,4.15004E+11,경기도 이천시 신둔면 황무로338번길 197,경기도 이천시 신둔면 용면리 171 참사랑전문요양원,"197 Hwangmu-ro 338beon-gil, Sindun-myeon, Icheon-si, Gyeonggi-do",4150031030,참사랑전문요양원,4.15003E+24,031-644-2381,17305,,37.2970512,127.3816234,공공데이터,,20230207,20230207
KCDCIO22N000000097,문화시설,문화시설_보호구역,엘리엘동산,41,경기도,41500,이천시,4150034025,장암리,4.15003E+11,경기도 이천시 마장면 이장로 256,경기도 이천시 마장면 장암리 584-1,"256 Ijang-ro, Majang-myeon, Icheon-si, Gyeonggi-do",4150034025,,4.15003E+24,031-644-2381,17383,,37.2735885,127.3872499,공공데이터,,20230207,20230207
KCDCIO22N000000098,문화시설,문화시설_보호구역,광명노인요양센터,41,경기도,41210,광명시,4121010300,,4.12103E+11,경기도 광명시 오리로 613(하안동),경기도 광명시 하안동 230 광명시보건소,"613 Ori-ro, Gwangmyeong-si, Gyeonggi-do",4121010300,광명시보건소,4.12101E+24,02-2680-2576,14303,,37.4554118,126.8781663,공공데이터,,20230207,20230207
KCDCIO22N000000099,문화시설,문화시설_보호구역,광명노인종합복지관,41,경기도,41210,광명시,4121010400,,4.12103E+11,경기도 광명시 소하로 25(소하동),경기도 광명시 소하동 1291 소하1동주민센터,"25 Soha-ro, Gwangmyeong-si, Gyeonggi-do",4121010400,소하1동주민센터,4.12101E+24,02-2680-2576,14315,,37.4522218,126.8849707,공공데이터,,20230207,20230207
KCDCIO22N000000100,문화시설,문화시설_보호구역,밀알공동생활가정,45,전라북도,45740,장수군,4574025021,장수리,4.57405E+11,전라북도 장수군 장수읍 군청길 28,전라북도 장수군 장수읍 장수리 146-2,"28 Guncheong-gil, Jangsu-eup, Jangsu-gun, Jeollabuk-do",4574025021,,4.57403E+24,063-350-2566,55633,,35.6463370,127.5201356,공공데이터,,20230207,20230207
KCDCIO22N000000101,문화시설,문화시설_보호구역,대덕구 노인종합복지관,30,대전광역시,30230,대덕구,3023010300,,3.02304E+11,대전광역시 대덕구 계족로740번길 80(읍내동),대전광역시 대덕구 읍내동 517-14 대덕구노인종합복지회관,"80 Gyejok-ro 740beon-gil, Daedeok-gu, Daejeon",3023010300,대덕구노인종합복지회관,3.02301E+24,042-608-5294,34353,,36.3782550,127.4314310,공공데이터,,20230207,20230207
KCDCIO22N000000102,문화시설,문화시설_보호구역,비래제2경로당,30,대전광역시,30230,대덕구,3023011000,,3.02304E+11,대전광역시 대덕구 비래서로61번길 35(비래동),대전광역시 대덕구 비래동 138-4,"35 Biraeseo-ro 61beon-gil, Daedeok-gu, Daejeon",3023011000,,3.02301E+24,042-608-5294,34418,,36.3559760,127.4517081,공공데이터,,20230207,20230207
KCDCIO22N000000103,문화시설,문화시설_보호구역,읍내경로당,30,대전광역시,30230,대덕구,3023010300,,3.02304E+11,대전광역시 대덕구 아리랑로113번길 28-13(읍내동),대전광역시 대덕구 읍내동 483-49,"28-13 Arirang-ro 113beon-gil, Daedeok-gu, Daejeon",3023010300,,3.02301E+24,042-608-5294,34359,,36.3749183,127.4188910,공공데이터,,20230207,20230207
KCDCIO22N000000104,문화시설,문화시설_보호구역,남면 남구경로당,48,경상남도,48840,남해군,4884035028,상가리,4.88405E+11,경상남도 남해군 남면 고실로2번길 1,경상남도 남해군 남면 상가리 344-1,"1 Gosil-ro 2beon-gil, Nam-myeon, Namhae-gun, Gyeongsangnam-do",4884035028,,4.88404E+24,055-860-3315,52433,,34.7850582,127.8694450,공공데이터,,20230207,20230207
KCDCIO22N000000105,문화시설,문화시설_보호구역,전장3리 노인회관,45,충청남도,45700,부여군,4476033033,전장리,4.47603E+11,충청남도 부여군 외산면 만수로 647,충청남도 부여군 외산면 전장리 278-2,"647 Mansu-ro, Oesan-myeon, Buyeo-gun, Chungcheongnam-do",4476033033,,4.47603E+24,041-830-2358,33101,,36.3326717,126.7235000,공공데이터,,20230207,20230207
KCDCIO22N000000106,문화시설,문화시설_보호구역,안서리 노인회관,45,충청남도,45700,부여군,4476037029,안서리,4.47603E+11,충청남도 부여군 옥산면 옥산동로 6,충청남도 부여군 옥산면 안서리 44-6,"6 Oksandong-ro, Oksan-myeon, Buyeo-gun, Chungcheongnam-do",4476037029,,4.47604E+24,041-830-2358,33205,,36.1920943,126.7339369,공공데이터,,20230207,20230207
KCDCIO22N000000107,문화시설,문화시설_보호구역,가덕1리 마을회관,45,충청남도,45700,부여군,4476037031,가덕리,4.47603E+11,충청남도 부여군 옥산면 옥산동로 238,충청남도 부여군 옥산면 가덕리 451-6,"238 Oksandong-ro, Oksan-myeon, Buyeo-gun, Chungcheongnam-do",4476037031,,4.47604E+24,041-830-2358,33206,,36.1912520,126.7566302,공공데이터,,20230207,20230207
KCDCIO22N000000108,문화시설,문화시설_보호구역,정암2리 마을회관,45,충청남도,45700,부여군,4476042025,정암리,4.47603E+11,충청남도 부여군 장암면 의자로 1183-8,충청남도 부여군 장암면 정암리 491-1,"1183-8 Uija-ro, Jangam-myeon, Buyeo-gun, Chungcheongnam-do",4476042025,,4.47604E+24,041-830-2358,33184,,36.2501541,126.9049221,공공데이터,,20230207,20230207
KCDCIO22N000000109,문화시설,문화시설_보호구역,토정3리 노인회관,45,충청남도,45700,부여군,4476036021,토정리,4.47603E+11,충청남도 부여군 홍산면 북토로 142-1,충청남도 부여군 홍산면 토정리 142-6,"142-1 Bukto-ro, Hongsan-myeon, Buyeo-gun, Chungcheongnam-do",4476036021,,4.47604E+24,041-830-2358,33197,,36.2224763,126.7527614,공공데이터,,20230207,20230207
